数据范围,主题组合ID,矩阵行排序,主题,主题序号,组合内顺序,剧本数量,主题组合显示,主要核心主题,主要核心关系
全量,T03050611,212,宗教祥瑞,11,4,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 宗教祥瑞,公案冤狱,审判与恩怨关系
全量,T03050608,213,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T03050608,213,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T03050608,213,除暴侠义,6,3,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T03050608,213,恩怨报偿,8,4,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T03050710,214,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T03050710,214,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T03050710,214,战争武略,7,3,1,婚恋姻缘 + 公案冤狱 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T03050710,214,礼教品格,10,4,1,婚恋姻缘 + 公案冤狱 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T03050810,215,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 恩怨报偿 + 礼教品格,礼教品格,审判与恩怨关系
全量,T03050810,215,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 恩怨报偿 + 礼教品格,礼教品格,审判与恩怨关系
全量,T03050810,215,恩怨报偿,8,3,1,婚恋姻缘 + 公案冤狱 + 恩怨报偿 + 礼教品格,礼教品格,审判与恩怨关系
全量,T03050810,215,礼教品格,10,4,1,婚恋姻缘 + 公案冤狱 + 恩怨报偿 + 礼教品格,礼教品格,审判与恩怨关系
全量,T04051012,216,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 礼教品格 + 文人世情,公案冤狱,审判与恩怨关系
全量,T04051012,216,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 礼教品格 + 文人世情,公案冤狱,审判与恩怨关系
全量,T04051012,216,礼教品格,10,3,1,家庭亲情 + 公案冤狱 + 礼教品格 + 文人世情,公案冤狱,审判与恩怨关系
全量,T04051012,216,文人世情,12,4,1,家庭亲情 + 公案冤狱 + 礼教品格 + 文人世情,公案冤狱,审判与恩怨关系
全量,T04051112,217,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 宗教祥瑞 + 文人世情,文人世情,亲属关系
全量,T04051112,217,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 宗教祥瑞 + 文人世情,文人世情,亲属关系
全量,T04051112,217,宗教祥瑞,11,3,1,家庭亲情 + 公案冤狱 + 宗教祥瑞 + 文人世情,文人世情,亲属关系
全量,T04051112,217,文人世情,12,4,1,家庭亲情 + 公案冤狱 + 宗教祥瑞 + 文人世情,文人世情,亲属关系
全量,T04050607,218,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 除暴侠义 + 战争武略,公案冤狱,审判与恩怨关系
全量,T04050607,218,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 除暴侠义 + 战争武略,公案冤狱,审判与恩怨关系
全量,T04050607,218,除暴侠义,6,3,1,家庭亲情 + 公案冤狱 + 除暴侠义 + 战争武略,公案冤狱,审判与恩怨关系
全量,T04050607,218,战争武略,7,4,1,家庭亲情 + 公案冤狱 + 除暴侠义 + 战争武略,公案冤狱,审判与恩怨关系
全量,T04050711,219,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T04050711,219,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T04050711,219,战争武略,7,3,1,家庭亲情 + 公案冤狱 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T04050711,219,宗教祥瑞,11,4,1,家庭亲情 + 公案冤狱 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T04050809,220,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 恩怨报偿 + 善恶转化,家庭亲情,亲属关系
全量,T04050809,220,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 恩怨报偿 + 善恶转化,家庭亲情,亲属关系
全量,T04050809,220,恩怨报偿,8,3,1,家庭亲情 + 公案冤狱 + 恩怨报偿 + 善恶转化,家庭亲情,亲属关系
全量,T04050809,220,善恶转化,9,4,1,家庭亲情 + 公案冤狱 + 恩怨报偿 + 善恶转化,家庭亲情,亲属关系
全量,T04050912,221,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 善恶转化 + 文人世情,善恶转化,亲属关系
全量,T04050912,221,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 善恶转化 + 文人世情,善恶转化,亲属关系
全量,T04050912,221,善恶转化,9,3,1,家庭亲情 + 公案冤狱 + 善恶转化 + 文人世情,善恶转化,亲属关系
全量,T04050912,221,文人世情,12,4,1,家庭亲情 + 公案冤狱 + 善恶转化 + 文人世情,善恶转化,亲属关系
全量,T04060812,222,家庭亲情,4,1,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 文人世情,家庭亲情,亲属关系
全量,T04060812,222,除暴侠义,6,2,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 文人世情,家庭亲情,亲属关系
全量,T04060812,222,恩怨报偿,8,3,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 文人世情,家庭亲情,亲属关系
全量,T04060812,222,文人世情,12,4,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 文人世情,家庭亲情,亲属关系
全量,T04060809,223,家庭亲情,4,1,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 善恶转化,善恶转化,冲突关系
全量,T04060809,223,除暴侠义,6,2,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 善恶转化,善恶转化,冲突关系
全量,T04060809,223,恩怨报偿,8,3,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 善恶转化,善恶转化,冲突关系
全量,T04060809,223,善恶转化,9,4,1,家庭亲情 + 除暴侠义 + 恩怨报偿 + 善恶转化,善恶转化,冲突关系
全量,T04070812,224,家庭亲情,4,1,1,家庭亲情 + 战争武略 + 恩怨报偿 + 文人世情,恩怨报偿,亲属关系
全量,T04070812,224,战争武略,7,2,1,家庭亲情 + 战争武略 + 恩怨报偿 + 文人世情,恩怨报偿,亲属关系
全量,T04070812,224,恩怨报偿,8,3,1,家庭亲情 + 战争武略 + 恩怨报偿 + 文人世情,恩怨报偿,亲属关系
全量,T04070812,224,文人世情,12,4,1,家庭亲情 + 战争武略 + 恩怨报偿 + 文人世情,恩怨报偿,亲属关系
全量,T04070912,225,家庭亲情,4,1,1,家庭亲情 + 战争武略 + 善恶转化 + 文人世情,战争武略,同盟关系
全量,T04070912,225,战争武略,7,2,1,家庭亲情 + 战争武略 + 善恶转化 + 文人世情,战争武略,同盟关系
全量,T04070912,225,善恶转化,9,3,1,家庭亲情 + 战争武略 + 善恶转化 + 文人世情,战争武略,同盟关系
全量,T04070912,225,文人世情,12,4,1,家庭亲情 + 战争武略 + 善恶转化 + 文人世情,战争武略,同盟关系
全量,T04081011,226,家庭亲情,4,1,1,家庭亲情 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,亲属关系
全量,T04081011,226,恩怨报偿,8,2,1,家庭亲情 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,亲属关系
全量,T04081011,226,礼教品格,10,3,1,家庭亲情 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,亲属关系
全量,T04081011,226,宗教祥瑞,11,4,1,家庭亲情 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,亲属关系
全量,T04091012,227,家庭亲情,4,1,1,家庭亲情 + 善恶转化 + 礼教品格 + 文人世情,家庭亲情,亲属关系
全量,T04091012,227,善恶转化,9,2,1,家庭亲情 + 善恶转化 + 礼教品格 + 文人世情,家庭亲情,亲属关系
全量,T04091012,227,礼教品格,10,3,1,家庭亲情 + 善恶转化 + 礼教品格 + 文人世情,家庭亲情,亲属关系
全量,T04091012,227,文人世情,12,4,1,家庭亲情 + 善恶转化 + 礼教品格 + 文人世情,家庭亲情,亲属关系
全量,T05061112,228,公案冤狱,5,1,1,公案冤狱 + 除暴侠义 + 宗教祥瑞 + 文人世情,公案冤狱,审判与恩怨关系
全量,T05061112,228,除暴侠义,6,2,1,公案冤狱 + 除暴侠义 + 宗教祥瑞 + 文人世情,公案冤狱,审判与恩怨关系
全量,T05061112,228,宗教祥瑞,11,3,1,公案冤狱 + 除暴侠义 + 宗教祥瑞 + 文人世情,公案冤狱,审判与恩怨关系
全量,T05061112,228,文人世情,12,4,1,公案冤狱 + 除暴侠义 + 宗教祥瑞 + 文人世情,公案冤狱,审判与恩怨关系
全量,T05070911,229,公案冤狱,5,1,1,公案冤狱 + 战争武略 + 善恶转化 + 宗教祥瑞,善恶转化,亲属关系
全量,T05070911,229,战争武略,7,2,1,公案冤狱 + 战争武略 + 善恶转化 + 宗教祥瑞,善恶转化,亲属关系
全量,T05070911,229,善恶转化,9,3,1,公案冤狱 + 战争武略 + 善恶转化 + 宗教祥瑞,善恶转化,亲属关系
全量,T05070911,229,宗教祥瑞,11,4,1,公案冤狱 + 战争武略 + 善恶转化 + 宗教祥瑞,善恶转化,亲属关系
全量,T07081012,230,战争武略,7,1,1,战争武略 + 恩怨报偿 + 礼教品格 + 文人世情,礼教品格,同盟关系
全量,T07081012,230,恩怨报偿,8,2,1,战争武略 + 恩怨报偿 + 礼教品格 + 文人世情,礼教品格,同盟关系
全量,T07081012,230,礼教品格,10,3,1,战争武略 + 恩怨报偿 + 礼教品格 + 文人世情,礼教品格,同盟关系
全量,T07081012,230,文人世情,12,4,1,战争武略 + 恩怨报偿 + 礼教品格 + 文人世情,礼教品格,同盟关系
