数据范围,剧本ID,剧本名称,剧目类别,核心关系,核心主题,核心主题序号,次要主题集合,主题组合ID,主题组合,主题组合显示,主题数量,主题序号集合,x起点序号,x终点序号,网络密度,度中心化,内容量权重,主题证据词集合,主题_忠义家国,主题_政治权力,主题_婚恋姻缘,主题_家庭亲情,主题_公案冤狱,主题_除暴侠义,主题_战争武略,主题_恩怨报偿,主题_善恶转化,主题_礼教品格,主题_宗教祥瑞,主题_文人世情
全量,70401110,飞虎梦,历史戏,冲突关系,忠义家国,1,战争武略,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,0.75,0.333333,40.78,忠义家国:岳飞、精忠、报国、类别先验:历史戏、关系先验:同盟关系|战争武略:大战、将军、将、关、兵,1,0,0,0,0,0,1,0,0,0,0,0
全量,70402101,铡判官,公案戏,审判与恩怨关系,公案冤狱,5,家庭亲情,T0405,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,4,5,0.5,0.490909,41.75,公案冤狱:包拯、铡判官、铡、判、案,0,0,0,1,1,0,0,0,0,0,0,0
全量,70402102,铡美案,公案戏,审判与恩怨关系,公案冤狱,5,家庭亲情,T0405,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,4,5,0.607143,0.52381,43.58,公案冤狱:包拯、铡美案、铡、案、状,0,0,0,1,1,0,0,0,0,0,0,0
全量,70402103,锁五龙,历史戏,同盟关系,战争武略,7,家庭亲情|善恶转化|文人世情,T04070912,家庭亲情|战争武略|善恶转化|文人世情,家庭亲情 + 战争武略 + 善恶转化 + 文人世情,4,4|7|9|12,4,12,1.0,0.0,23.05,家庭亲情:兄弟、关系先验:亲属关系、子、儿、父|战争武略:战争、战、类别先验:历史戏、关系先验:冲突关系、将|善恶转化:归顺、归、投、降、关系先验:冲突关系|文人世情:风流、才、楼,0,0,0,1,0,0,1,0,1,0,0,1
全量,70402104,除三害,家庭戏,冲突关系,除暴侠义,6,善恶转化,T0609,除暴侠义|善恶转化,除暴侠义 + 善恶转化,2,6|9,6,9,0.809524,0.266667,32.95,除暴侠义:打虎、虎、侠义、豪杰、英雄|善恶转化:悔、恶、归、悔悟、改过,0,0,0,0,0,1,0,0,1,0,0,0
全量,70402105,断密涧,历史戏,权力关系,政治权力,2,战争武略|善恶转化,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,1.0,0.0,34.54,政治权力:王、君臣、圣旨、金殿、朝|战争武略:兵、将军、将、类别先验:历史戏、征战|善恶转化:投降、归顺、投、降、归,0,1,0,0,0,0,1,0,1,0,0,0
全量,70601101,赤壁鏖兵,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.8,0.3,35.06,政治权力:天子、丞相、臣、关系先验:权力关系、类别先验:历史戏|战争武略:兵、战、将、军、计,0,1,0,0,0,0,1,0,0,0,0,0
全量,70601102,赤壁鏖兵,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,0.866667,0.2,35.28,战争武略:兵、将、将军、军、战|善恶转化:投降、降、归、投、关系先验:冲突关系,0,0,0,0,0,0,1,0,1,0,0,0
全量,70601103,赤壁鏖兵,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,1.0,0.0,36.18,战争武略:战、兵、军、关、将,0,0,0,0,0,0,1,0,1,0,0,0
全量,70601104,赤壁鏖兵,历史戏,冲突关系,战争武略,7,政治权力|善恶转化,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,0.844444,0.194444,41.81,政治权力:丞相、类别先验:历史戏、君臣、太师、关系先验:同盟关系|战争武略:军、将军、兵、战、计|善恶转化:降、归、改、投、投降,0,1,0,0,0,0,1,0,1,0,0,0
全量,70601105,赤壁鏖兵,历史戏,冲突关系,战争武略,7,恩怨报偿|善恶转化,T070809,战争武略|恩怨报偿|善恶转化,战争武略 + 恩怨报偿 + 善恶转化,3,7|8|9,7,9,0.722222,0.357143,47.47,政治权力:丞相、官、类别先验:历史戏、天子、臣|战争武略:兵、军、将、将军、战|恩怨报偿:报、恨、怨、报仇、关系先验:冲突关系|善恶转化:降、归降、投降、归、悔,0,0,0,0,0,0,1,1,1,0,0,0
全量,70601106,赤壁鏖兵,历史戏,冲突关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.666667,0.666667,30.34,战争武略:兵、将、战、军、计,0,0,0,0,0,0,1,1,0,0,0,0
全量,70601107,赤壁鏖兵,历史戏,冲突关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.6,0.6,34.52,战争武略:兵、关、战、将、军师,0,0,0,0,0,0,1,1,0,0,0,0
全量,70601108,赤壁鏖兵,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.833333,0.333333,30.66,战争武略:关、将、兵、军师、将军,0,1,0,0,0,0,1,0,0,0,0,0
全量,70601110,变羊记,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|善恶转化,T030409,婚恋姻缘|家庭亲情|善恶转化,婚恋姻缘 + 家庭亲情 + 善恶转化,3,3|4|9,3,9,0.9,0.166667,32.26,婚恋姻缘:妻、郎、关系先验:婚恋关系、夫妻、类别先验:家庭戏|家庭亲情:子、女、类别先验:家庭戏、关系先验:亲属关系、儿|恩怨报偿:恨、类别先验:家庭戏、关系先验:亲属关系、仇、恩|善恶转化:悔、改过、降、改、归,0,0,1,1,0,0,0,0,1,0,0,0
全量,70801109,江汉渔歌,历史戏,冲突关系,忠义家国,1,家庭亲情|战争武略,T010407,忠义家国|家庭亲情|战争武略,忠义家国 + 家庭亲情 + 战争武略,3,1|4|7,1,7,1.0,0,80.14,忠义家国:抗金、报国、殉国、救国、忠义|家庭亲情:兄弟、女、孝母、母、母子|战争武略:将军、将、兵、军师、军,1,0,0,1,0,0,1,0,0,0,0,0
全量,70801115,琵琶行,历史戏,婚恋关系,文人世情,12,婚恋姻缘|家庭亲情|战争武略,T03040712,婚恋姻缘|家庭亲情|战争武略|文人世情,婚恋姻缘 + 家庭亲情 + 战争武略 + 文人世情,4,3|4|7|12,3,12,1.0,0.0,100.0,婚恋姻缘:夫妻、夫妇、夫人、小姐、妻|家庭亲情:兄弟、子、儿女、母亲、骨肉|战争武略:将军、兵、战、将、城|文人世情:琵琶行、园、书、才、士,0,0,1,1,0,0,1,0,0,0,0,1
全量,70801119,西厢记,家庭戏,婚恋关系,婚恋姻缘,3,文人世情,T0312,婚恋姻缘|文人世情,婚恋姻缘 + 文人世情,2,3|12,3,12,0.7,0.5,41.01,婚恋姻缘:红娘、西厢、夫人、夫妻、小姐|战争武略:将军、退兵、兵、军、将,0,0,1,0,0,0,0,0,0,0,0,1
全量,70801120,谢瑶环,历史戏,审判与恩怨关系,除暴侠义,6,政治权力|家庭亲情|公案冤狱,T02040506,政治权力|家庭亲情|公案冤狱|除暴侠义,政治权力 + 家庭亲情 + 公案冤狱 + 除暴侠义,4,2|4|5|6,2,6,0.602941,0.45,51.46,政治权力:朝廷、臣、官、王、帝|家庭亲情:女、子、母、骨肉、兄弟|公案冤狱:公堂、审、审问、公案、冤|除暴侠义:义士、侠、豪杰、虎、英雄,0,1,0,1,1,1,0,0,0,0,0,0
全量,70802106,青霞丹雪,历史戏,亲属关系,家庭亲情,4,政治权力|婚恋姻缘,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,0.555556,0.367647,54.78,政治权力:夺权、丞相、朝廷、朝、官|婚恋姻缘:夫妇、夫人、夫妻、郎、关系先验:婚恋关系|家庭亲情:父子、子、父、兄弟、儿,0,1,1,1,0,0,0,0,0,0,0,0
全量,70802107,王宝钏,家庭戏,权力关系,政治权力,2,婚恋姻缘|战争武略|文人世情,T02030712,政治权力|婚恋姻缘|战争武略|文人世情,政治权力 + 婚恋姻缘 + 战争武略 + 文人世情,4,2|3|7|12,2,12,1.0,0.0,41.87,政治权力:圣旨、丞相、王、朝廷、官|婚恋姻缘:夫妻、配、夫人、小姐、妻|战争武略:战、军、兵、将、计|文人世情:花园、才、书、楼、状元,0,1,1,0,0,0,1,0,0,0,0,1
全量,70803102,九江口,历史戏,权力关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,46.45,政治权力:天子、王、圣旨、朝、君臣|战争武略:将军、军师、兵、将、军,0,1,0,0,0,0,1,0,0,0,0,0
全量,70804101,满江红,历史戏,权力关系,忠义家国,1,战争武略,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,0.714286,0.380952,59.88,忠义家国:岳飞、报国、抗金、精忠、满江红|战争武略:退兵、将军、兵、军、将,1,0,0,0,0,0,1,0,0,0,0,0
全量,70805101,锁麟囊,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情|礼教品格,T030410,婚恋姻缘|家庭亲情|礼教品格,婚恋姻缘 + 家庭亲情 + 礼教品格,3,3|4|10,3,10,0.911765,0.1,45.43,婚恋姻缘:夫人、小姐、鸳鸯、夫妻、关系先验:婚恋关系|家庭亲情:女、母亲、儿、兄弟、子|礼教品格:贞、训、节、礼法、礼|文人世情:花园、楼、琴、才、园,0,0,1,1,0,0,0,0,0,1,0,0
全量,70805102,周仁献嫂,家庭戏,婚恋关系,婚恋姻缘,3,政治权力|家庭亲情,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,1.0,0.0,41.67,政治权力:太师、王、朝、官、臣|婚恋姻缘:夫妻、妻、配、鸳鸯、洞房|家庭亲情:子、父、兄弟、类别先验:家庭戏、骨肉|恩怨报偿:恨、仇、报仇、报、恩,0,1,1,1,0,0,0,0,0,0,0,0
全量,70805104,大闹天宫,神怪戏,权力关系,善恶转化,9,政治权力|战争武略|宗教祥瑞,T02070911,政治权力|战争武略|善恶转化|宗教祥瑞,政治权力 + 战争武略 + 善恶转化 + 宗教祥瑞,4,2|7|9|11,2,11,0.5,0.333333,55.5,政治权力:宫、帝、王、丞相、关系先验:权力关系|战争武略:大战、兵、战、将、类别先验:历史戏|善恶转化:悟、悔、降、宽恕、恶|宗教祥瑞:神、仙、妖、雷、神仙,0,1,0,0,0,0,1,0,1,0,1,0
全量,70805105,响马传,江湖戏,冲突关系,除暴侠义,6,家庭亲情|战争武略,T040607,家庭亲情|除暴侠义|战争武略,家庭亲情 + 除暴侠义 + 战争武略,3,4|6|7,4,7,0.687831,0.336182,58.3,家庭亲情:母、兄弟、亲、子、父|除暴侠义:英雄、绿林、虎、行侠、豪杰|战争武略:阵、计、军、城、兵|恩怨报偿:报仇、祭、仇、报、关系先验:冲突关系,0,0,0,1,0,1,1,0,0,0,0,0
全量,70805106,西门豹,公案戏,亲属关系,战争武略,7,家庭亲情,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,0.785714,0.285714,55.1,家庭亲情:父子、母、子、类别先验:家庭戏、父|战争武略:将军、军、战、将、城|善恶转化:恶、改、善、降、归,0,0,0,1,0,0,1,0,0,0,0,0
全量,70805901,李逵探母,家庭戏,亲属关系,除暴侠义,6,家庭亲情|恩怨报偿,T040608,家庭亲情|除暴侠义|恩怨报偿,家庭亲情 + 除暴侠义 + 恩怨报偿,3,4|6|8,4,8,0.7,0.5,38.88,家庭亲情:探母、母、兄弟、娘亲、母子|除暴侠义:李逵、虎、英雄、除暴、强盗,0,0,0,1,0,1,0,1,0,0,0,0
全量,70901101,单刀会·训子,历史戏,亲属关系,礼教品格,10,家庭亲情,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,1.0,0.0,22.37,家庭亲情:训子、子、关系先验:亲属关系、儿、父|礼教品格:训子、训、节、教、关系先验:亲属关系,0,0,0,1,0,0,0,0,0,1,0,0
全量,70901102,单刀会·刀会,历史戏,权力关系,战争武略,7,除暴侠义,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,1.0,0.0,25.59,除暴侠义:英雄、关系先验:冲突关系、虎|战争武略:关、单刀会、将、将军、计,0,0,0,0,0,1,1,0,0,0,0,0
全量,70901103,昊天塔·激良,历史戏,冲突关系,战争武略,7,除暴侠义|宗教祥瑞,T060711,除暴侠义|战争武略|宗教祥瑞,除暴侠义 + 战争武略 + 宗教祥瑞,3,6|7|11,6,11,1.0,0.0,22.99,战争武略:围困、将、兵、阵、军|宗教祥瑞:托梦、梦、佛,0,0,0,0,0,1,1,0,0,0,1,0
全量,70901104,昊天塔·会兄,历史戏,亲属关系,家庭亲情,4,战争武略,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,0.666667,0.666667,23.49,家庭亲情:兄弟、母亲、类别先验:家庭戏、关系先验:亲属关系、子|战争武略:兵、关系先验:冲突关系、将、战、城,0,0,0,1,0,0,1,0,0,0,0,0
全量,70901105,义侠记·打虎,江湖戏,冲突关系,除暴侠义,6,善恶转化,T0609,除暴侠义|善恶转化,除暴侠义 + 善恶转化,2,6|9,6,9,1.0,0,24.45,除暴侠义:武松、义侠、打虎、英雄、侠,0,0,0,0,0,1,0,0,1,0,0,0
全量,70901106,一种情·冥勘,神怪戏,婚恋关系,婚恋姻缘,3,恩怨报偿,T0308,婚恋姻缘|恩怨报偿,婚恋姻缘 + 恩怨报偿,2,3|8,3,8,1.0,0.0,21.71,婚恋姻缘:姻缘、夫妻、钗、妻、情,0,0,1,0,0,0,0,1,0,0,0,0
全量,70901107,千金记·别姬,历史戏,冲突关系,战争武略,7,政治权力|礼教品格,T020710,政治权力|战争武略|礼教品格,政治权力 + 战争武略 + 礼教品格,3,2|7|10,2,10,1.0,0.0,20.6,政治权力:王、关系先验:权力关系、类别先验:历史戏、臣、官|战争武略:兵、军、将、类别先验:历史戏、关|礼教品格:节、烈女、关系先验:亲属关系、烈,0,1,0,0,0,0,1,0,0,1,0,0
全量,70901109,南西厢记·惠明下书,江湖戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,1.0,0.0,27.71,婚恋姻缘:西厢、红娘、夫人、成亲、小姐|战争武略:将军、将、军、兵、关,0,0,1,1,0,0,1,0,0,0,0,0
全量,70901115,宝剑记·夜奔,历史戏,同盟关系,除暴侠义,6,善恶转化,T0609,除暴侠义|善恶转化,除暴侠义 + 善恶转化,2,6|9,6,9,0,0,14.49,除暴侠义:林冲、水浒、野猪林、类别先验:江湖戏、虎,0,0,0,0,0,1,0,0,1,0,0,0
全量,70901117,清忠谱·五人义,历史戏,权力关系,除暴侠义,6,忠义家国|公案冤狱,T010506,忠义家国|公案冤狱|除暴侠义,忠义家国 + 公案冤狱 + 除暴侠义,3,1|5|6,1,6,0.813187,0.128205,36.34,忠义家国:忠、义、忠臣、类别先验:历史戏、关系先验:同盟关系|公案冤狱:入狱、状、狱、清官、关系先验:权力关系|除暴侠义:义士、义侠、关系先验:同盟关系、水浒、侠,1,0,0,0,1,1,0,0,0,0,0,0
全量,70901118,麒麟阁·三挡,历史戏,权力关系,战争武略,7,政治权力|除暴侠义,T020607,政治权力|除暴侠义|战争武略,政治权力 + 除暴侠义 + 战争武略,3,2|6|7,2,7,0.833333,0.333333,23.94,政治权力:朝、官、关系先验:权力关系、臣、类别先验:历史戏|除暴侠义:寨、关系先验:同盟关系、英雄、强盗、关系先验:冲突关系|战争武略:将军、关、兵、类别先验:历史戏、将,0,1,0,0,0,1,1,0,0,0,0,0
全量,70901130,琼林宴·阳审,公案戏,审判与恩怨关系,公案冤狱,5,家庭亲情,T0405,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,4,5,1.0,0.0,29.16,公案冤狱:包拯、包公、审、冤、案,0,0,0,1,1,0,0,0,0,0,0,0
全量,70901132,桃花扇·争座,历史戏,同盟关系,战争武略,7,政治权力|文人世情,T020712,政治权力|战争武略|文人世情,政治权力 + 战争武略 + 文人世情,3,2|7|12,2,12,1.0,0.0,24.53,政治权力:王、关系先验:权力关系、类别先验:历史戏、朝、臣|战争武略:兵、类别先验:历史戏、将军、将、军|文人世情:书、花、才、士、画,0,1,0,0,0,0,1,0,0,0,0,1
全量,70901133,桃花扇·和战,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.8,0.333333,19.79,政治权力:朝廷、关系先验:权力关系、类别先验:历史戏、朝、宫|战争武略:战、将军、军、兵、类别先验:历史戏,0,1,0,0,0,0,1,0,0,0,0,0
全量,70901134,升平宝筏·擒猴,神怪戏,冲突关系,战争武略,7,善恶转化|宗教祥瑞,T070911,战争武略|善恶转化|宗教祥瑞,战争武略 + 善恶转化 + 宗教祥瑞,3,7|9|11,7,11,1.0,0,25.49,战争武略:将、战、兵、军、类别先验:历史戏|善恶转化:悟、改、关系先验:冲突关系、投|宗教祥瑞:神、妖、雷、仙、鬼,0,0,0,0,0,0,1,0,1,0,1,0
全量,70901135,升平宝筏·北饯,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,25.94,政治权力:天子、王、关系先验:权力关系、宫、类别先验:历史戏|战争武略:将军、将、类别先验:历史戏、军、关,0,1,0,0,0,0,1,0,0,0,0,0
全量,70901136,升平宝筏·激猴,神怪戏,亲属关系,善恶转化,9,家庭亲情|战争武略,T040709,家庭亲情|战争武略|善恶转化,家庭亲情 + 战争武略 + 善恶转化,3,4|7|9,4,9,1.0,0,25.33,家庭亲情:兄弟、子、父、类别先验:家庭戏、关系先验:亲属关系|战争武略:战、阵、将、关系先验:冲突关系、大战|善恶转化:悟、改、关系先验:冲突关系、降,0,0,0,1,0,0,1,0,1,0,0,0
全量,70901144,兴唐传·御果园,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,0.777778,0.285714,29.99,忠义家国:救驾、社稷、类别先验:历史戏、关系先验:权力关系、义|战争武略:军师、将、大战、类别先验:历史戏、军,1,0,0,0,0,0,1,0,0,0,0,0
全量,70901145,列国传·棋盘会,历史戏,婚恋关系,战争武略,7,政治权力|婚恋姻缘,T020307,政治权力|婚恋姻缘|战争武略,政治权力 + 婚恋姻缘 + 战争武略,3,2|3|7,2,7,0.927273,0.088889,32.79,忠义家国:忠、国、类别先验:历史戏、忠义、关系先验:权力关系|政治权力:王、丞相、君臣、关系先验:权力关系、类别先验:历史戏|婚恋姻缘:夫妇、妻|战争武略:兵、将、将军、军、类别先验:历史戏,0,1,1,0,0,0,1,0,0,0,0,0
全量,70901147,奏朝草诏,历史戏,权力关系,政治权力,2,忠义家国|礼教品格,T010210,忠义家国|政治权力|礼教品格,忠义家国 + 政治权力 + 礼教品格,3,1|2|10,1,10,0.8,0.333333,26.44,忠义家国:忠义、忠、义、忠臣、类别先验:历史戏|政治权力:篡位、诏书、朝、王、皇帝|礼教品格:孝、节、骂、礼、教,1,1,0,0,0,0,0,0,0,1,0,0
全量,70902101,单刀会·刀会,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,27.21,战争武略:关、将、单刀会、兵、将军,0,1,0,0,0,0,1,0,0,0,0,0
全量,70902102,东窗事犯·扫秦,神怪戏,亲属关系,忠义家国,1,政治权力|家庭亲情|公案冤狱,T01020405,忠义家国|政治权力|家庭亲情|公案冤狱,忠义家国 + 政治权力 + 家庭亲情 + 公案冤狱,4,1|2|4|5,1,5,1.0,0.0,25.65,忠义家国:岳飞、精忠、忠、义、类别先验:历史戏|政治权力:丞相、王、天子、臣、关系先验:权力关系|家庭亲情:父子、父、子、关系先验:亲属关系、儿|公案冤狱:冤狱、冤、狱、关系先验:权力关系,1,1,0,1,1,0,0,0,0,0,0,0
全量,70902103,西游记·认子,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0,20.86,家庭亲情:认子、子、母亲、母、类别先验:家庭戏,0,0,1,1,0,0,0,0,0,0,0,0
全量,70902104,荆钗记·见娘,家庭戏,婚恋关系,文人世情,12,婚恋姻缘|家庭亲情,T030412,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,3,12,1.0,0.0,26.16,婚恋姻缘:钗、妻、小姐、夫妻、关系先验:婚恋关系|家庭亲情:母、子、母亲、类别先验:家庭戏、亲|文人世情:状元、书、关系先验:婚恋关系、画、才,0,0,1,1,0,0,0,0,0,0,0,1
全量,70902105,荆钗记·男祭,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0.0,19.55,婚恋姻缘:钗、夫妻、关系先验:婚恋关系、妻、类别先验:家庭戏|家庭亲情:母子、母、子、类别先验:家庭戏、母亲,0,0,1,1,0,0,0,0,0,0,0,0
全量,70902108,牧羊记·望乡,历史戏,冲突关系,善恶转化,9,战争武略|礼教品格,T070910,战争武略|善恶转化|礼教品格,战争武略 + 善恶转化 + 礼教品格,3,7|9|10,7,10,1.0,0,24.61,政治权力:帝、朝廷、关系先验:权力关系、类别先验:历史戏、关系先验:同盟关系|战争武略:战、将、兵、类别先验:历史戏、关系先验:同盟关系|善恶转化:投降、降、归、投、悔|礼教品格:气节、节、守节、孝、关系先验:亲属关系,0,0,0,0,0,0,1,0,1,1,0,0
全量,70902109,牡丹亭·游园,家庭戏,亲属关系,文人世情,12,家庭亲情,T0412,家庭亲情|文人世情,家庭亲情 + 文人世情,2,4|12,4,12,1.0,0,17.76,家庭亲情:女、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系、子|文人世情:花园、园、文、亭、关系先验:婚恋关系,0,0,0,1,0,0,0,0,0,0,0,1
全量,70902110,牡丹亭·惊梦,神怪戏,亲属关系,文人世情,12,家庭亲情|宗教祥瑞,T041112,家庭亲情|宗教祥瑞|文人世情,家庭亲情 + 宗教祥瑞 + 文人世情,3,4|11|12,4,12,0.666667,0.666667,21.6,家庭亲情:母、母亲、类别先验:家庭戏、关系先验:亲属关系、儿|宗教祥瑞:梦、神、神仙、仙|文人世情:文、才、园、亭、画,0,0,0,1,0,0,0,0,0,0,1,1
全量,70902111,牡丹亭·寻梦,家庭戏,亲属关系,文人世情,12,家庭亲情|宗教祥瑞,T041112,家庭亲情|宗教祥瑞|文人世情,家庭亲情 + 宗教祥瑞 + 文人世情,3,4|11|12,4,12,1.0,0,17.78,宗教祥瑞:梦、类别先验:神怪戏|文人世情:画、园、书生、亭、才,0,0,0,1,0,0,0,0,0,0,1,1
全量,70902112,牡丹亭·拾画,家庭戏,亲属关系,文人世情,12,宗教祥瑞,T1112,宗教祥瑞|文人世情,宗教祥瑞 + 文人世情,2,11|12,11,12,0,0,12.97,宗教祥瑞:梦、神、类别先验:神怪戏、观音、因果|文人世情:书生、画、书、亭、园,0,0,0,0,0,0,0,0,0,0,1,1
全量,70902113,牡丹亭·叫画,家庭戏,婚恋关系,文人世情,12,宗教祥瑞,T1112,宗教祥瑞|文人世情,宗教祥瑞 + 文人世情,2,11|12,11,12,0,0,13.79,宗教祥瑞:梦、神、类别先验:神怪戏、观音、仙|文人世情:书生、画、书、亭、园,0,0,0,0,0,0,0,0,0,0,1,1
全量,70902114,紫钗记·折柳,家庭戏,婚恋关系,婚恋姻缘,3,战争武略|文人世情,T030712,婚恋姻缘|战争武略|文人世情,婚恋姻缘 + 战争武略 + 文人世情,3,3|7|12,3,12,1.0,0.0,20.11,婚恋姻缘:钗、关系先验:婚恋关系、夫人、郎|战争武略:军、关、类别先验:历史戏、城、征战,0,0,1,0,0,0,1,0,0,0,0,1
全量,70902115,紫钗记·阳关,家庭戏,婚恋关系,婚恋姻缘,3,文人世情,T0312,婚恋姻缘|文人世情,婚恋姻缘 + 文人世情,2,3|12,3,12,1.0,0.0,21.27,婚恋姻缘:钗、关系先验:婚恋关系、夫妻、鸳鸯、夫人|战争武略:关、军、类别先验:历史戏、关系先验:权力关系、城|文人世情:诗、文、才、才子、关系先验:婚恋关系,0,0,1,0,0,0,0,0,0,0,0,1
全量,70902119,玉簪记·琴挑,家庭戏,亲属关系,文人世情,12,礼教品格,T1012,礼教品格|文人世情,礼教品格 + 文人世情,2,10|12,10,12,1.0,0,21.02,文人世情:书生、琴、书、画、风流,0,0,0,0,0,0,0,0,0,1,0,1
全量,70902120,玉簪记·问病,家庭戏,亲属关系,家庭亲情,4,礼教品格|文人世情,T041012,家庭亲情|礼教品格|文人世情,家庭亲情 + 礼教品格 + 文人世情,3,4|10|12,4,12,1.0,0.0,23.47,家庭亲情:母、类别先验:家庭戏、关系先验:亲属关系、儿、子|礼教品格:节、类别先验:家庭戏、关系先验:亲属关系、教、贞|文人世情:诗、琴、才、书、楼,0,0,0,1,0,0,0,0,0,1,0,1
全量,70902121,玉簪记·秋江,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|礼教品格,T030410,婚恋姻缘|家庭亲情|礼教品格,婚恋姻缘 + 家庭亲情 + 礼教品格,3,3|4|10,3,10,0.933333,0.1,25.27,婚恋姻缘:鸳鸯、关系先验:婚恋关系、姻缘、类别先验:家庭戏、钗|家庭亲情:母、儿、类别先验:家庭戏、关系先验:亲属关系、子|礼教品格:节、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系、教,0,0,1,1,0,0,0,0,0,1,0,0
全量,70902122,狮吼记·梳妆,家庭戏,婚恋关系,文人世情,12,婚恋姻缘|家庭亲情,T030412,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,3,12,1.0,0.0,24.96,婚恋姻缘:妻、夫妻、关系先验:婚恋关系、类别先验:家庭戏、结发|家庭亲情:子、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系、儿|礼教品格:节、教、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系|文人世情:诗、画、风流、才、琴,0,0,1,1,0,0,0,0,0,0,0,1
全量,70902123,狮吼记·跪池,家庭戏,亲属关系,家庭亲情,4,礼教品格|文人世情,T041012,家庭亲情|礼教品格|文人世情,家庭亲情 + 礼教品格 + 文人世情,3,4|10|12,4,12,1.0,0.0,27.03,家庭亲情:子、女、类别先验:家庭戏、关系先验:亲属关系、儿|礼教品格:节、教、类别先验:家庭戏、关系先验:亲属关系、礼|宗教祥瑞:佛、神、鬼、梦|文人世情:诗、琴、才、士、文,0,0,0,1,0,0,0,0,0,1,0,1
全量,70902126,千忠戮·惨睹,历史戏,权力关系,政治权力,2,忠义家国|文人世情,T010212,忠义家国|政治权力|文人世情,忠义家国 + 政治权力 + 文人世情,3,1|2|12,1,12,1.0,0,25.99,忠义家国:忠、忠臣、类别先验:历史戏、关系先验:权力关系|政治权力:帝、臣、朝、王、关系先验:权力关系|文人世情:文、书,1,1,0,0,0,0,0,0,0,0,0,1
全量,70902127,长生殿·酒楼,历史戏,权力关系,文人世情,12,政治权力,T0212,政治权力|文人世情,政治权力 + 文人世情,2,2|12,2,12,1.0,0.0,22.2,政治权力:朝、官、臣、王、朝廷|文人世情:酒楼、楼、诗、才、谜,0,1,0,0,0,0,0,0,0,0,0,1
