剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,64.0,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,3,41.05,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,4,41.05,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,41.05,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,6,52.7,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,7,40.1,否
05004007,七步吟,家庭戏,28.47,0.2409,0.5054,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,8,39.5,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,1,42.25,是
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,2,42.25,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,35.5,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,35.5,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-029,权力关系>忠义家国>多峰型>多峰-连战递进>权谋败露,权力关系,忠义家国,多峰型,多峰-连战递进,权谋败露,5,23.8,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,36.0,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,7,22.5,否
05004008,月下赞貂婵,历史戏,19.67,0.6145,0.5169,loop-008,亲属关系>忠义家国>多峰型>多峰-连战递进>名节昭彰,亲属关系,忠义家国,多峰型,多峰-连战递进,名节昭彰,8,21.6,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,62.25,是
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,62.25,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,3,50.55,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,4,50.55,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,5,47.0,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,6,33.5,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,31.25,否
05004009,富春江,历史戏,29.89,0.2176,0.351,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,8,42.45,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,43.0,是
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,43.0,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,3,29.95,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,4,29.95,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,5,39.55,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,6,33.7,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-044,同盟关系>除暴侠义>后峰型>后峰-压轴报偿>君臣尽忠,同盟关系,除暴侠义,后峰型,后峰-压轴报偿,君臣尽忠,7,26.5,否
05004010,散瓦岗,历史戏,23.4,0.3881,0.2607,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,8,34.05,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,61.85,是
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,61.85,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,60.5,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,60.5,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,5,39.35,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,49.0,否
05004011,晋阳城,历史戏,27.01,0.2827,0.3193,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,7,31.9,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,35.1,是
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,35.1,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,3,31.05,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,4,31.05,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,27.0,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,6,25.3,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-058,冲突关系>善恶转化>后峰型>后峰-后段反转>善恶翻转,冲突关系,善恶转化,后峰型,后峰-后段反转,善恶翻转,7,22.25,否
05004012,花子骂相,家庭戏,26.6,0.6526,0.3605,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,8,18.2,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,1,61.5,是
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,2,61.5,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,45.3,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,45.3,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-053,冲突关系>除暴侠义>后峰型>后峰-压轴报偿>阵营转投,冲突关系,除暴侠义,后峰型,后峰-压轴报偿,阵营转投,5,38.55,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,6,54.9,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,7,40.05,否
05006004,要离刺庆忌【前部】,历史戏,27.45,0.1901,0.2081,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,8,42.0,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,56.85,是
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,56.85,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,3,55.5,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,4,55.5,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,5,39.0,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,6,35.4,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,7,30.0,否
05006005,要离刺庆忌【后部】,历史戏,30.93,0.2146,0.3163,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,8,43.4,否
05006006,斩韩信,历史戏,30.9,0.2103,0.421,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,79.15,是
05006006,斩韩信,历史戏,30.9,0.2103,0.421,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,79.15,否
05006006,斩韩信,历史戏,30.9,0.2103,0.421,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,66.1,否
05006006,斩韩信,历史戏,30.9,0.2103,0.421,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,66.1,否
05006006,斩韩信,历史戏,30.9,0.2103,0.421,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,5,50.35,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,41.0,是
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,41.0,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,35.6,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,35.6,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,5,21.0,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,6,15.6,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,13.8,否
05007005,白帝城,历史戏,23.32,0.2103,0.4965,loop-039,同盟关系>战争武略>多峰型>多峰-连战递进>同盟破裂,同盟关系,战争武略,多峰型,多峰-连战递进,同盟破裂,8,28.9,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,66.8,是
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,66.8,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,47.45,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,47.45,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,5,43.4,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,53.0,否
05007006,斩黄袍,历史戏,39.03,0.1377,0.3343,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,7,35.9,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,1,73.4,是
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,2,73.4,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,46.85,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,46.85,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-052,冲突关系>除暴侠义>中峰型>中峰-中段征战>复仇完成,冲突关系,除暴侠义,中峰型,中峰-中段征战,复仇完成,5,43.25,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,57.45,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,7,30.9,否
05009002,雄州关【头本】,历史戏,32.61,0.1465,0.2469,loop-027,权力关系>忠义家国>后峰型>后峰-迟来显义>权力更替,权力关系,忠义家国,后峰型,后峰-迟来显义,权力更替,8,28.2,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,70.8,是
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,70.8,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,3,70.35,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,4,70.35,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-046,同盟关系>政治权力>中峰型>中峰-中段计谋>君臣尽忠,同盟关系,政治权力,中峰型,中峰-中段计谋,君臣尽忠,5,53.2,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,6,52.75,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-044,同盟关系>除暴侠义>后峰型>后峰-压轴报偿>君臣尽忠,同盟关系,除暴侠义,后峰型,后峰-压轴报偿,君臣尽忠,7,31.6,否
05010001,焚烟墩,历史戏,33.86,0.1764,0.4805,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,8,41.0,否
05010002,青草坡,历史戏,38.14,0.2196,0.2937,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,66.0,是
05010002,青草坡,历史戏,38.14,0.2196,0.2937,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,66.0,否
05010002,青草坡,历史戏,38.14,0.2196,0.2937,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,3,42.6,否
05010002,青草坡,历史戏,38.14,0.2196,0.2937,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,4,42.6,否
05010002,青草坡,历史戏,38.14,0.2196,0.2937,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,5,39.45,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,1,69.6,是
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,2,69.6,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,65.1,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,65.1,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-028,权力关系>忠义家国>后峰型>后峰-压轴报偿>主从归顺,权力关系,忠义家国,后峰型,后峰-压轴报偿,主从归顺,5,47.1,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,6,44.2,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,7,26.65,否
05011001,游武庙,历史戏,23.79,0.3588,0.3262,loop-057,冲突关系>善恶转化>中峰型>中峰-中段悟转>阵营转投,冲突关系,善恶转化,中峰型,中峰-中段悟转,阵营转投,8,26.2,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,56.0,是
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,56.0,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,3,37.1,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,4,37.1,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-015,婚恋关系>家庭亲情>平稳型>平稳-循环回归>婚恋错失,婚恋关系,家庭亲情,平稳型,平稳-循环回归,婚恋错失,5,42.25,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-014,婚恋关系>婚恋姻缘>多峰型>多峰-离合循环>夫妻重圆,婚恋关系,婚恋姻缘,多峰型,多峰-离合循环,夫妻重圆,6,26.95,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-022,婚恋关系>文人世情>前锋型>前锋-先误判后澄清>礼法压服,婚恋关系,文人世情,前锋型,前锋-先误判后澄清,礼法压服,7,26.95,否
05011002,鬼断家私,家庭戏,30.92,0.2185,0.3176,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,8,26.95,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,50.0,是
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,50.0,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,34.7,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,4,34.7,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,33.8,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-015,婚恋关系>家庭亲情>平稳型>平稳-循环回归>婚恋错失,婚恋关系,家庭亲情,平稳型,平稳-循环回归,婚恋错失,6,40.1,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-023,婚恋关系>文人世情>多峰型>多峰-连环误会>婚恋成全,婚恋关系,文人世情,多峰型,多峰-连环误会,婚恋成全,7,38.3,否
05011003,三进士,家庭戏,33.7,0.2321,0.4902,loop-013,婚恋关系>婚恋姻缘>后峰型>后峰-终局和解>婚恋错失,婚恋关系,婚恋姻缘,后峰型,后峰-终局和解,婚恋错失,8,28.4,否
